CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100),Purchases_Per_Month,Avg_Order_Value,Website_Visits_Per_Month,Loyalty_Member,Cluster
24,Female,59.10089392084602,89.94557726208137,10.502501609070064,1,1000.0,11,No,1
25,Male,18.0,30.5530630997084,88.48553970544242,7,1000.0,26,Yes,0
26,Male,49.66239676135358,26.095787288376144,28.667530372495836,4,1000.0,10,No,2
27,Male,49.30348640726238,32.957142841925595,35.61203109949419,3,1000.0,17,No,2
28,Female,25.228049357135024,66.60403436356602,82.53924240965685,8,1000.0,31,Yes,3
29,Male,35.88395119655957,62.4876236791706,44.2053296372232,1,1000.0,18,No,4
30,Male,40.74532816861634,89.25798551192321,9.556179721788055,2,1000.0,1,No,1
31,Female,59.13110403307595,30.82985172668841,30.18046487210971,2,1000.0,18,No,2
32,Male,55.21615920942915,103.40171159278424,27.933394175483517,3,1000.0,11,No,1
33,Male,44.22178248472784,19.480230202049857,18.224530102018697,1,1000.0,18,No,2
34,Female,41.72850225756408,31.92092216685376,59.14180706635066,8,1000.0,20,Yes,4
35,Female,18.0,34.193653280803986,78.65543368635576,7,1000.0,19,Yes,0
36,Male,53.71105194789792,90.2808025870986,21.520445345251453,2,1000.0,6,No,1
37,Male,44.69685733117492,24.66291312518807,17.822109349109553,1,1000.0,16,No,2
38,Male,30.103319829003325,32.56836591967882,81.67597490105886,7,1000.0,28,Yes,0
39,Male,25.6221910598402,87.65151666410692,78.08939554628952,7,1000.0,30,Yes,3
40,Female,22.03534588500217,21.5361432730731,92.7131530576204,8,1000.0,27,Yes,0
41,Male,47.45856345693043,86.24921177131883,10.720728071481885,1,1000.0,10,No,1
42,Male,20.915178153673143,26.535746007043038,79.60416357773441,6,1000.0,23,Yes,0
43,Male,43.4827445356176,18.3963339458342,12.8834012494701,2,1000.0,9,No,2
44,Female,46.07795801498051,53.89490125758237,55.1911459300284,6,1000.0,18,No,4
45,Female,27.121100657680007,31.0575597350691,70.1461538599214,7,1000.0,23,Yes,0
46,Female,24.758339680642354,39.79717653496913,76.42057580593489,5,1000.0,21,Yes,0
47,Male,25.36246100515344,29.903554313129657,90.97902237237795,8,1000.0,21,Yes,0
48,Female,21.28885562802646,38.07472310405508,76.99991497304148,6,1000.0,24,Yes,0
49,Female,43.14097832544754,28.65916043825949,27.739655344060115,2,1000.0,11,No,2
50,Male,31.646118426037717,32.236763052081,81.54622449479508,7,1000.0,15,Yes,0
51,Male,30.38457177560653,34.20737760948076,74.84579855865641,7,1000.0,25,Yes,0
52,Male,50.135822311849154,48.34343107513583,44.80602177333032,4,1000.0,14,No,4
53,Male,36.90887580367252,46.5737947454984,52.6653863587186,3,1000.0,21,No,4
54,Male,46.1946848481952,10.0,22.853895504403894,1,580.59,14,No,2
55,Male,38.89252646516619,63.03542827868969,45.4939311083171,6,1000.0,18,No,4
56,Male,34.15703116484357,39.7775550513917,76.88071687192178,6,1000.0,31,Yes,0
57,Female,48.8977384729985,59.72690541421853,51.86772637184194,5,1000.0,18,No,4
58,Male,27.21060902242972,30.378496119823403,81.92280924861981,8,1000.0,24,Yes,0
59,Female,34.11676258139482,110.5245274174549,86.75836480553772,8,1000.0,27,Yes,3
60,Female,22.184813340111376,15.79538401434208,95.6904277757091,9,879.41,27,Yes,0
61,Female,46.15730801199628,31.2088557404876,40.24725789541596,4,1000.0,20,No,2
62,Female,31.13801160465246,88.0532973812252,94.9377108428062,5,1000.0,23,Yes,3
63,Male,54.76442240538351,100.861056047234,9.337873906697675,1,1000.0,6,No,1
64,Female,56.441406450698096,30.253528407949872,14.027284962215008,2,1000.0,13,No,2
65,Male,25.9403764464531,15.562320282617756,98.73580162010396,10,817.81,24,Yes,0
66,Male,19.59258080007296,41.28254936002905,73.49635561505077,6,1000.0,25,Yes,0
67,Female,51.92157997679504,22.52723046034301,32.97692177518256,2,1000.0,16,No,2
68,Male,23.058725032370997,33.27445682345397,80.12051505263196,6,1000.0,22,Yes,0
69,Male,23.17167606758172,95.04106859690536,81.47733760033977,8,1000.0,25,Yes,3
70,Female,58.271876758045664,92.64140191849324,19.462652636801675,1,1000.0,8,No,1
71,Female,62.09755878623762,118.8163679450795,25.50223768998458,2,1000.0,10,No,1
72,Female,50.277159415459685,91.25338671643856,14.26926110276994,2,1000.0,10,No,1
73,Male,26.873809082232217,87.26390256496032,98.7497707689643,5,1000.0,28,Yes,3
74,Female,29.013891645732382,77.73946995801897,85.29165686987768,10,1000.0,24,Yes,3
75,Male,53.06877055456639,95.35635459850457,25.59783855809645,1,1000.0,14,No,1
76,Female,52.4140330681542,102.68727492147327,14.537596521595994,2,1000.0,12,No,1
77,Female,38.90364719072611,92.52479788343584,87.80153279284926,5,1000.0,30,Yes,3
78,Female,20.86195242474679,33.30278893886477,85.20852045336244,7,1000.0,25,Yes,0
79,Female,39.81162096322437,18.04545046967406,27.349328188875724,4,1000.0,17,No,2
80,Male,44.57861123581127,29.55952881481437,14.67171143281508,1,1000.0,14,No,2
81,Female,32.63696451370397,56.860205167009696,47.20172991234518,5,1000.0,24,No,4
82,Female,18.0,39.40169172675411,69.53874345452994,5,1000.0,22,Yes,0
83,Male,66.01327466477302,24.25589962666853,28.21248454500799,3,1000.0,12,No,2
84,Female,51.88169406232311,68.31490535045943,65.88909124981507,6,1000.0,25,Yes,4
85,Male,42.86154256671788,83.64134502492753,21.581980918658207,2,1000.0,13,No,1
86,Female,27.35898975159085,29.921407896342533,66.89604771429289,5,1000.0,25,Yes,0
87,Female,44.9794689537888,53.251737505893686,48.35008832835307,4,1000.0,20,No,4
88,Female,32.0543470753261,32.78490522686989,26.161632482283665,1,1000.0,7,No,2
89,Male,62.77098733983378,94.25492353468827,23.96438091363316,3,1000.0,14,No,1
90,Female,34.159090880526314,72.53838441338809,100.0,10,1000.0,29,Yes,3
91,Female,49.4152456724643,99.94566602142484,24.48407404864406,1,1000.0,13,No,1
92,Female,42.29651110406792,39.081881988685616,27.12764215483546,1,1000.0,13,No,2
93,Male,50.719164178556,96.38507962388442,25.34976539026316,2,1000.0,8,No,1
94,Male,52.0647889888582,103.8192991038324,8.205895027225825,1,1000.0,12,No,1
95,Female,42.76421007121457,15.167198111144108,40.97606525474357,4,858.08,17,No,2
96,Male,63.903952766109605,101.26616067532984,12.91167350360878,1,1000.0,14,No,1
97,Female,33.559513088873295,25.76909865307801,78.29434298475869,6,1000.0,19,Yes,0
98,Female,24.63813362292289,33.16061159413279,85.15042081363455,8,1000.0,27,Yes,0
99,Female,52.78773146232116,27.13285548787657,30.3448076140537,3,1000.0,13,No,2
100,Female,23.24316936201729,34.05512405810554,83.9783342226462,8,1000.0,25,Yes,0
101,Female,33.8142364539906,96.37966699020966,81.90297337562092,7,1000.0,24,Yes,3
102,Male,51.210971200913086,31.92039842748932,14.671004888410351,2,1000.0,13,No,2
103,Male,22.90382257107588,34.256797238528335,93.67433995783698,7,1000.0,26,Yes,0
104,Male,56.94940111677241,112.72377986977595,17.21138626876136,1,1000.0,8,No,1
105,Male,53.50114295348586,103.05735299526118,3.715538005501561,1,1000.0,9,No,1
106,Female,30.043212872458103,16.973630834017474,87.97552054622723,5,992.24,25,Yes,0
107,Female,56.120990743255874,71.60406997485114,3.976571201469017,1,1000.0,9,No,1
108,Female,37.16240958726253,102.14722059686548,78.83395448858218,6,1000.0,14,Yes,3
109,Female,46.708726629735615,100.1260497237622,19.91079094658142,1,1000.0,14,No,1
110,Female,48.32637129509469,59.31622831989778,62.66424635165228,4,1000.0,20,Yes,4
111,Female,47.82046666748236,61.4869574422652,47.183002237570605,4,1000.0,13,No,4
112,Female,45.02275136086709,27.6894460917682,39.72754455949767,5,1000.0,19,No,2
113,Female,49.56235162366129,97.60528987074017,4.286379646048836,1,1000.0,11,No,1
114,Male,26.70323492017632,45.80038796765197,72.5308951258966,8,1000.0,22,Yes,0
115,Male,70.0,29.09344362793992,4.416550068925247,1,1000.0,5,No,2
116,Male,28.07230880016044,103.30438563269084,98.99522044374862,10,1000.0,28,Yes,3
117,Female,33.590492741258416,105.67594420878967,76.75550120955353,6,1000.0,24,Yes,3
118,Female,26.59869206403046,73.2054071799821,80.76455846805668,7,1000.0,27,Yes,3
119,Male,46.571513918614,56.91390186144717,56.94279229330546,5,1000.0,18,No,4
120,Male,20.25394393001305,23.87132481231693,81.63688167619931,7,1000.0,28,Yes,0
121,Female,26.986760973473423,103.01849168160096,80.60806780935766,8,1000.0,23,Yes,3
122,Male,39.02766454241252,58.76955472481638,46.885694466180055,1,1000.0,13,No,4
123,Male,44.59033363877552,84.00644175167912,23.76436170884869,5,1000.0,9,No,1
124,Female,33.84773091262764,67.5744798479393,44.476805725586,5,1000.0,17,No,4
125,Male,33.081079084840304,83.69587375970366,78.59331034002544,6,1000.0,24,Yes,3
126,Male,31.23051841145091,100.517834670159,83.26842574397926,6,1000.0,26,Yes,3
127,Female,47.54165852369778,32.844504166496804,31.72421800201245,2,1000.0,14,No,2
128,Female,29.807541399901293,85.56520107514712,85.57859171611523,8,1000.0,28,Yes,3
129,Female,40.85453105166994,57.81676736635167,40.44583658523398,5,1000.0,15,No,4
130,Male,53.66308947615248,87.81696583829252,26.34121328043352,2,1000.0,7,No,1
131,Male,21.31012860251794,25.41423162966348,83.56319059529392,8,1000.0,24,Yes,0
132,Male,42.08527133289719,75.48986463758953,36.96557911556598,2,1000.0,9,No,4
133,Female,48.76897062868321,34.777896909834226,20.373488616581596,1,1000.0,13,No,2
134,Female,25.4472107763006,81.29135352353671,73.71627174244941,8,1000.0,26,Yes,3
135,Male,50.09822776386417,52.033443923742325,46.41578288159816,5,1000.0,14,No,4
136,Female,18.0,19.964039992766807,91.72311804415276,9,1000.0,31,Yes,0
137,Male,43.818633996603474,65.49850746932596,58.31993951863864,4,1000.0,22,No,4
138,Male,19.99751887770824,47.00893410057778,95.59786076480984,7,1000.0,31,Yes,0
139,Male,21.74493423150786,10.0,77.14774328044739,6,517.76,24,Yes,0
140,Male,31.191481310607244,84.3228096522431,83.44934532320698,6,1000.0,22,Yes,3
141,Female,20.68536785464882,36.45144302847693,80.50906592294844,8,1000.0,26,Yes,0
142,Female,34.75757031471477,102.22203346207937,69.77973505139347,5,1000.0,20,Yes,3
143,Male,42.60634452416128,24.255824238156737,45.57097887751026,2,1000.0,17,No,2
144,Female,24.596021467601297,35.68792417454145,64.95446584580391,6,1000.0,20,Yes,0
145,Male,30.71607726248761,99.78292982116258,91.0337555954211,6,1000.0,30,Yes,3
146,Female,33.11699719458176,90.13000506495126,85.43098034437816,5,1000.0,27,Yes,3
147,Female,18.0,23.696269803689997,81.8475516511053,7,1000.0,24,Yes,0
148,Male,26.420120965368973,96.88838247032784,88.26747785185404,5,1000.0,20,Yes,3
149,Female,36.836851273609966,99.58253826152573,86.59082986394198,8,1000.0,23,Yes,3
150,Male,53.23586303843341,34.030612973797936,20.940501712736143,1,1000.0,14,No,2
151,Male,22.68267600672079,29.322217738246124,76.1957556466852,4,1000.0,24,Yes,0
152,Male,48.09412167038091,49.35420512490426,60.0132117711986,5,1000.0,15,Yes,4
153,Female,22.53210720447847,33.30677649987551,81.33132119010311,7,1000.0,19,Yes,0
154,Female,20.09608076683333,29.86077189356447,82.66914825160478,7,1000.0,25,Yes,0
155,Male,47.54995119022652,19.943760648962297,38.611433948209374,3,1000.0,13,No,2
156,Female,52.526196897170415,87.05697424836478,31.34537616427092,1,1000.0,11,No,1
157,Female,26.469559238881303,21.598810025188733,71.64404202880097,7,1000.0,24,Yes,0
158,Female,28.88802640056079,92.97306978849822,89.35959882024746,9,1000.0,29,Yes,3
159,Female,54.65124935669997,31.237434438400857,35.77396782912797,2,1000.0,13,No,2
160,Female,24.50717263872188,24.682524336652445,79.97319304272821,6,1000.0,24,Yes,0
161,Male,41.58611603792525,31.79606113303757,45.509065127234734,3,1000.0,17,No,4
162,Male,53.88522239770271,90.75784434788214,15.476534467239006,2,1000.0,11,No,1
163,Female,54.37963337063195,22.500725051347363,30.692981203766585,2,1000.0,14,No,2
164,Male,18.66902211684686,49.325333550083286,78.27451578478994,6,1000.0,26,Yes,0
165,Female,45.73714297492761,34.85839541733952,21.65036127354841,3,1000.0,10,No,2
166,Female,58.18449465827966,30.22956298291916,24.052816795630164,1,1000.0,8,No,2
167,Male,23.0999763865185,38.45314519301184,81.84389771682802,8,1000.0,29,Yes,0
168,Male,25.72923492476308,33.7870131082254,81.06348948178153,8,1000.0,27,Yes,0
169,Male,51.63910558444989,27.29005946391405,24.601530945387392,4,1000.0,10,No,2
170,Female,35.28531043183975,57.67984225826557,36.24367194630224,1,1000.0,16,No,4
171,Male,25.13423228244365,28.035687886846297,82.99668087560782,7,1000.0,28,Yes,0
172,Male,35.70702999550994,35.92578368765222,47.19307754421168,2,1000.0,20,No,4
173,Male,40.67861131800032,17.316659900737108,31.14386615755656,1,965.37,16,No,2
174,Male,51.60742936285224,47.82743707802905,49.39383338222837,4,1000.0,17,No,4
175,Female,40.15328629992113,49.06991420221417,55.30989771110417,4,1000.0,24,No,4
176,Male,48.06084876257171,47.182535296609565,50.35813493675923,5,1000.0,19,No,4
177,Female,59.70719820360336,101.89036203214972,25.86388206880342,3,1000.0,12,No,1
178,Male,50.20791184465449,67.19360655135925,58.22914104242453,6,1000.0,22,No,4
179,Male,42.86962448868709,51.557652842877175,50.82782212250548,4,1000.0,18,No,4
180,Male,48.793559883859785,75.47513126989318,18.04350653939972,5,1000.0,13,No,1
181,Male,54.14515746302333,89.12730582233822,18.650541489329743,2,1000.0,12,No,1
182,Female,41.0757797041996,67.21171096796999,47.12450180780078,6,1000.0,19,No,4
183,Female,57.49643367528418,11.725057048912156,35.78284625063229,1,699.75,12,No,2
184,Male,36.48703057431312,99.02254673389191,70.91657397757359,8,1000.0,18,Yes,3
185,Female,55.13220896655737,27.69928494594849,4.765300480602718,1,1000.0,13,No,2
186,Male,49.78906624700818,67.99755770694071,34.76390342507863,1,1000.0,16,No,4
187,Male,53.05252645180068,108.88591121444182,28.611129194200025,3,1000.0,16,No,1
188,Female,27.34424420463809,11.46922984071744,85.83634213308652,7,665.21,20,Yes,0
189,Female,28.909480508130287,99.95857528718494,86.79313020903678,8,1000.0,29,Yes,3
190,Female,41.88071033826681,60.76813464468312,48.624693031425934,5,1000.0,16,No,4
191,Male,47.8300590407564,24.66865600522743,12.1567280705235,1,1000.0,8,No,2
192,Female,55.40712084262763,86.9396968032943,18.59445693771486,3,1000.0,12,No,1
193,Male,50.008817709177535,15.488694138607368,10.109208770585411,1,865.22,7,No,2
194,Male,28.501307116953985,94.54563482299656,90.20826789454412,9,1000.0,26,Yes,3
195,Female,32.45211302474456,60.72968335971534,48.039443053469306,4,1000.0,17,No,4
196,Male,25.58421377451761,83.5144814394063,90.61300132428116,7,1000.0,29,Yes,3
197,Female,43.64403471051343,55.45275870479789,51.9479659104632,4,1000.0,23,No,4
198,Female,27.71239110646477,29.32030302817674,80.43455109163389,7,1000.0,29,Yes,0
199,Male,48.82902444082684,52.01572038163157,54.94512476224545,4,1000.0,12,No,4
200,Female,48.97777311596115,90.84132658588216,19.271651702402544,1,1000.0,9,No,1
201,Female,51.60690997090736,35.165091775306415,25.7723621083102,1,1000.0,6,No,2
202,Male,18.00065235470582,34.42012405473756,99.63073739316567,8,1000.0,24,Yes,0
203,Female,30.54334415533675,72.9123236082042,86.18757022629596,8,1000.0,23,Yes,3
204,Female,41.98192438089696,54.2160204097385,57.56327919981706,5,1000.0,21,No,4
205,Male,50.269648718014345,61.15227170680974,48.93553532263145,5,1000.0,16,No,4
206,Female,48.75407270621778,41.55553322907184,44.271551034128045,3,1000.0,15,No,4
207,Female,26.97686110699135,89.69049352068066,88.54714263740786,6,1000.0,26,Yes,3
208,Male,23.197148206650866,23.657749438484075,87.79880227756904,8,1000.0,20,Yes,0
209,Female,46.35180294456714,28.612773525226203,29.408541963807263,2,1000.0,11,No,2
210,Male,52.23326564753768,95.4327169474429,27.213313943050807,2,1000.0,12,No,1
211,Female,30.756847372851883,98.62796985790489,88.81267211022873,9,1000.0,25,Yes,3
212,Female,54.101325265121496,58.684720760822174,55.10378616120619,3,1000.0,19,No,4
213,Male,58.60994028397821,95.63617759950168,15.535028322893917,1,1000.0,16,No,1
214,Male,27.62927209438272,85.35493074497512,78.34768322262298,6,1000.0,26,Yes,3
215,Female,31.58902584600942,83.70483451950916,86.36396974841293,8,1000.0,23,Yes,3
216,Male,51.04795333773618,94.58378506707486,23.892396534801996,3,1000.0,12,No,1
217,Female,48.74860525366872,101.38891045936774,30.971155066472665,3,1000.0,13,No,1
218,Male,31.715545414758797,82.17904314727531,80.69487392062143,6,1000.0,23,Yes,3
219,Female,50.510422595289306,89.05109702930434,13.061737832729651,2,1000.0,11,No,1
220,Female,30.77203638480846,87.78802668274201,86.32804618490641,9,1000.0,20,Yes,3
221,Female,59.11832447329173,92.6364716607564,11.702059967237822,1,1000.0,13,No,1
222,Male,28.005537538732245,97.70425217116644,89.73739189501869,7,1000.0,31,Yes,3
223,Female,26.074558590454263,25.62705293786528,86.01522094426159,8,1000.0,24,Yes,0
224,Female,47.86139446822239,48.74120533099021,49.667439219659805,4,1000.0,17,No,4
225,Male,54.12241178209267,48.34113151182951,36.3593066460502,1,1000.0,16,No,2
226,Male,60.29742660678879,106.3660477170456,16.801228734958023,2,1000.0,14,No,1
227,Male,29.435041090659567,77.75064949811048,85.62266590826792,6,1000.0,24,Yes,3
228,Female,56.161396007599805,24.74437094945033,32.01681583029034,3,1000.0,17,No,2
229,Female,32.31861928695216,95.7781689088114,81.60983573589542,6,1000.0,26,Yes,3
230,Male,22.581503268266022,17.072592958700188,75.46664469991916,6,932.6,30,Yes,0
231,Female,48.98091274818756,46.63601025307953,43.757586769144766,4,1000.0,16,No,4
232,Male,26.560759294828497,32.81937804395165,85.5189059983704,10,1000.0,19,Yes,0
233,Male,39.85745621936717,43.38434769580208,15.273973006661995,2,1000.0,7,No,2
234,Female,24.61698925493627,28.889411528919894,70.50686786107963,8,1000.0,22,Yes,0
235,Female,49.7787434631205,95.2330760088587,15.45018751695571,4,1000.0,14,No,1
236,Female,57.623341729209095,93.38374254537528,10.611077302871994,1,1000.0,8,No,1
237,Male,43.443246803984216,101.06165090611456,9.592604521097646,1,1000.0,9,No,1
238,Female,43.8985564382945,59.00189667100263,42.03715708860786,2,1000.0,18,No,4
239,Female,47.34442850264934,39.53985738614531,52.37167147198847,4,1000.0,16,No,4
240,Male,41.75485239842395,53.92901821842196,40.57682685615542,3,1000.0,14,No,4
241,Female,46.377867973600445,111.18802025020598,28.50608506210228,2,1000.0,10,No,1
242,Female,46.45250753114279,63.45863293176719,56.76810835737015,7,1000.0,23,Yes,4
243,Female,45.73650651399654,28.285621310886107,13.219932975671927,1,1000.0,15,No,2
244,Male,23.641217492769897,38.28389974677431,74.71434201394291,5,1000.0,18,Yes,0
245,Female,58.13884722812336,95.91585738693765,10.302396940311874,3,1000.0,10,No,1
246,Female,35.35608291992213,63.2737258273698,54.42019268206708,6,1000.0,23,No,4
247,Male,24.4070562919505,28.08177730026438,81.68454382102868,8,1000.0,26,Yes,0
248,Female,27.521184997012995,40.33097296341099,92.18947359552484,5,1000.0,25,Yes,0
249,Female,54.231759404550985,93.2806830963548,21.02373605473199,4,1000.0,8,No,1
250,Male,45.13272214353048,59.66260249460582,60.46389309712084,4,1000.0,24,Yes,4
251,Male,62.81029005341659,26.76847222231548,42.2470792705957,4,1000.0,18,No,2
252,Female,35.861196233791965,88.99177009814792,95.48995387205557,11,1000.0,23,Yes,3
253,Female,59.79953810993416,25.23822733483692,38.85772201988519,6,1000.0,19,No,2
254,Female,48.45049692621578,76.31703215181273,46.60769134400401,3,1000.0,13,No,4
255,Male,28.23286628132002,69.7333787025666,88.99835744397573,6,1000.0,25,Yes,3
256,Female,50.62675878933103,24.622037970786,24.345194148095537,4,1000.0,12,No,2
257,Male,34.13267393894931,65.78600457548518,46.08240420377352,4,1000.0,22,No,4
258,Male,70.0,93.24398699288967,14.68266811266183,1,1000.0,10,No,1
259,Female,39.526121287590826,42.29235121110174,53.85817512562354,5,1000.0,18,No,4
260,Male,45.06070210154614,34.78751674238643,22.80202003860466,2,1000.0,8,No,2
261,Male,36.92221055842823,97.5745574931704,85.20017743702842,8,1000.0,23,Yes,3
262,Male,51.481395524104926,63.57064114933489,73.56970261330581,6,1000.0,20,Yes,4
263,Male,49.54326853013077,95.7661610545846,30.98096307707651,3,1000.0,12,No,1
264,Male,18.0,39.218604942627934,83.51442206145177,6,1000.0,25,Yes,0
265,Female,36.67073546731651,42.73264307303991,44.62008421495773,5,1000.0,10,No,4
266,Male,18.57590213837214,85.10460556308496,89.35789433339806,8,1000.0,21,Yes,3
267,Female,44.6658955132182,36.32987620860285,38.2795808218023,4,1000.0,15,No,2
268,Female,29.10257793050309,31.614486371850557,61.40256582010825,4,1000.0,21,Yes,0
269,Female,43.07411755577176,27.14776883935368,17.849058803961512,4,1000.0,11,No,2
270,Male,41.16296714708057,69.49060721824041,36.83378776387745,3,1000.0,15,No,4
271,Female,52.87015233671416,62.96253779578724,52.14573446622156,5,1000.0,17,No,4
272,Female,26.43191722129618,81.26049654508574,73.61647599787882,6,1000.0,23,Yes,3
273,Female,38.58382740157194,105.37611560074042,75.15600759991702,7,1000.0,24,Yes,3
274,Female,48.68423203056279,99.33144769231907,17.903436032794545,2,1000.0,13,No,1
275,Female,20.406626214840912,83.42227239444311,98.65724008614012,5,1000.0,26,Yes,3
276,Male,48.460128457513335,93.36532663297793,11.983758031752336,2,1000.0,13,No,1
277,Female,55.52657791170249,96.15151799024584,14.805861809101147,4,1000.0,11,No,1
278,Female,44.17206762515545,109.04543374010876,8.761196153512438,1,1000.0,13,No,1
279,Female,32.51907847794777,68.46120755288428,89.95048178108668,6,1000.0,30,Yes,3
280,Female,47.82179332356037,64.85305340475922,48.71033225144105,5,1000.0,13,No,4
281,Male,61.50402163338217,118.07791694996068,17.748638047678256,3,1000.0,9,No,1
282,Female,27.744974849350363,91.49177260344936,81.65623897874055,7,1000.0,27,Yes,3
283,Male,43.632908627929154,24.779568758550944,38.72604806404996,3,1000.0,11,No,2
284,Male,33.85940997517716,85.1905387274191,67.814124819944,5,1000.0,26,Yes,3
285,Male,32.73321303836119,59.5308617434169,33.02755246888946,2,1000.0,14,No,4
286,Male,50.05095469216369,21.606617650809845,25.734446196645383,3,1000.0,15,No,2
287,Female,30.319281506670716,91.2058993389071,82.23904707045035,5,1000.0,24,Yes,3
288,Male,45.00900062074587,23.67525748638137,28.87113853793512,2,1000.0,10,No,2
289,Male,56.831156048685685,82.81027477463874,19.638600693954118,4,1000.0,15,No,1
290,Female,30.98291036743869,91.83771134623042,86.16738733717563,9,1000.0,33,Yes,3
291,Female,49.587791137928654,97.7903042546254,24.32620097688534,1,1000.0,11,No,1
292,Female,30.70518327911282,95.05939836533724,91.93247387726257,6,1000.0,25,Yes,3
293,Female,40.89435785262839,104.43463841865368,22.396994356548923,2,1000.0,5,No,1
294,Female,45.33024803356764,103.02470882319687,17.21175365783227,3,1000.0,15,No,1
295,Male,40.42820138208868,50.43088195780904,52.4191907539058,2,1000.0,21,No,4
296,Male,37.28788114492768,63.11327166953007,48.889099302442624,4,1000.0,13,No,4
297,Female,49.81478509907237,102.5287567761397,17.763102663766436,1,1000.0,5,No,1
298,Male,54.63723777753611,33.87755770504519,14.321569294248183,3,1000.0,5,No,2
299,Female,55.76482141556047,19.227784170988684,34.372644215060085,1,1000.0,17,No,2
300,Male,62.19850034561168,33.24900662961479,7.744154842402615,1,1000.0,12,No,2
301,Male,55.44496003570213,41.47677379561607,22.575746872015767,1,1000.0,10,No,2
302,Female,29.82648339985055,78.11513278073568,87.18455593173769,9,1000.0,27,Yes,3
303,Female,59.615063095258776,101.97737128149454,41.99376884101459,4,1000.0,17,No,1
304,Female,42.19816225779479,40.32393969326262,51.36776777254576,4,1000.0,17,No,4
305,Female,27.50128940872506,50.20206467621938,62.99505646880169,6,1000.0,24,Yes,0
306,Male,43.95080189179063,56.61475131548142,64.56624301372285,5,1000.0,17,Yes,4
307,Male,28.64700054168315,102.61820412934108,85.90514882616438,8,1000.0,29,Yes,3
308,Female,31.90023731729513,77.82695144136987,81.62567243620248,7,1000.0,22,Yes,3
309,Female,33.61489060293676,54.142794295971896,53.123218751330135,6,1000.0,24,No,4
310,Male,35.339771369451284,73.44261030416341,52.22484815273569,5,1000.0,15,No,4
311,Female,52.34677351351132,102.69657751345623,14.197503433938548,5,1000.0,10,No,1
312,Male,30.817387395837265,82.8313377964241,95.91075937062288,8,1000.0,27,Yes,3
313,Male,40.58952455422043,28.378992755843043,27.634526281214207,3,1000.0,14,No,2
314,Male,54.36895446644621,89.18764826917167,13.731434184984316,1,1000.0,12,No,1
315,Female,38.599228961723405,59.75492890789254,48.84923383270429,4,1000.0,14,No,4
316,Female,33.98104404226261,94.77003719395071,69.06161111330275,3,1000.0,22,Yes,3
317,Male,49.73248457786048,41.50272860689762,35.60215240830665,4,1000.0,16,No,2
318,Female,44.53207896424181,45.46547082577051,53.82042972900517,6,1000.0,17,No,4
319,Male,56.43849963926955,92.46253319172416,22.217194411631063,2,1000.0,14,No,1
320,Male,61.057974750376246,86.42725580258275,12.591902765286113,1,1000.0,6,No,1
321,Male,46.15619595596527,59.117883725782725,58.230706363302495,4,1000.0,19,No,4
322,Male,51.98855668332639,24.59346962095484,28.45754121172324,1,1000.0,11,No,2
323,Male,19.431493826815306,28.247769017869043,84.02239384773124,8,1000.0,24,Yes,0
324,Female,45.476400482932775,42.80831309337896,9.862526009410663,1,1000.0,14,No,2
