Customer ID,Electronics,Clothing,Beauty,Home & Kitchen,Sports,Books,Grocery,Accessories
C088,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
C089,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0
C090,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
C091,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
C092,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
C093,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0
C094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C095,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
C096,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
C097,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
C098,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
C099,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
C100,0.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0
C101,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
C102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C103,4.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0
C104,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
C105,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0
C106,3.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0
C107,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
C108,2.0,6.0,2.0,2.0,1.0,0.0,0.0,1.0
C109,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0
C110,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C111,4.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
C112,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
C113,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
C114,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0
C115,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
C116,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
C117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C118,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C119,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C120,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0
C121,2.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0
C122,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C123,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
C124,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0
C125,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
C126,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C127,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
C128,1.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0
C129,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0
C130,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
C131,1.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0
C132,1.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0
C133,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0
C134,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
C135,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
C136,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C137,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
C138,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
C139,3.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0
C140,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
C141,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
C142,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
C143,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
C144,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
C145,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
C146,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C147,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
C148,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
C149,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0
C150,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
C151,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0
C152,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
C153,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
C154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C155,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
C156,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
C157,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
C158,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
C159,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
C160,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
C161,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
C162,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C164,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0
C165,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0
C166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C167,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
C168,4.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0
C169,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
C170,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0
C171,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
C172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C173,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
C174,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
C175,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
C176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
C177,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C178,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
C179,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C180,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C181,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
C182,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0
C183,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
C184,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
C185,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0
C186,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
C187,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C188,1.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0
C189,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C190,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0
C191,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C192,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C193,2.0,0.0,2.0,3.0,0.0,2.0,0.0,3.0
C194,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0
C195,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
C196,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
C197,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
C198,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
C199,3.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0
C200,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0
C201,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
C202,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
C203,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C204,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C205,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
C206,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
C207,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
C208,2.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0
C209,1.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0
C210,1.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0
C211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C212,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
C213,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0
C214,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
C215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C216,1.0,1.0,2.0,0.0,4.0,0.0,3.0,0.0
C217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
C218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C219,4.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0
C220,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C221,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0
C222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
C223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C224,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0
C225,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0
C226,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C228,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
C229,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
C230,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C231,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
C232,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
C233,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C234,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0
C235,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C236,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0
C237,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
C238,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0
C239,2.0,0.0,0.0,2.0,1.0,0.0,4.0,2.0
C240,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
C241,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
C242,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C243,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0
C244,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
C245,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
C246,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0
C247,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C248,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
C249,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
C250,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
C251,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C252,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
C253,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
C255,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
C256,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
C257,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
C258,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C259,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
C260,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C261,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
C262,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0
C263,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
C264,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
C265,2.0,0.0,2.0,2.0,0.0,1.0,0.0,4.0
C266,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C267,2.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0
C268,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
C269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C270,0.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0
C271,2.0,0.0,1.0,0.0,4.0,0.0,2.0,3.0
C272,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
C273,1.0,1.0,1.0,2.0,6.0,0.0,2.0,1.0
C274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C275,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0
C276,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
C277,2.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0
C278,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
C279,4.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0
C280,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
C281,2.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0
C282,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0
C283,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C284,2.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0
C285,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
C286,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
C287,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
C288,0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0
C289,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
C290,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0
C291,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C292,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C293,2.0,3.0,2.0,0.0,2.0,0.0,1.0,3.0
C294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C296,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
C297,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
C298,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
C299,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0
C300,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
