Product_ID,Sales_Amount,Quantity_Sold,Unit_Cost,Unit_Price,Discount,Region_and_Sales_Rep,Profit_Per_Unit,Total_Profit,Discounted_Revenue,Sale_Month,Sale_DayOfWeek,Region_North,Region_South,Region_West,Sales_Rep_Bob,Sales_Rep_Charlie,Sales_Rep_David,Sales_Rep_Eve,Product_Category_Electronics,Product_Category_Food,Product_Category_Furniture,Customer_Type_Returning,Payment_Method_Cash,Payment_Method_Credit Card,Sales_Channel_Retail
1038,-1.253587327757841,-0.7317025889005169,0.048022301763986135,0.04346254762394975,-0.9453152267441279,South-Bob,-0.045355143897100596,-0.5121316642380269,-1.2532170654348296,3,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1002,0.5384068581420862,-1.155673186042294,1.3568339445029833,1.2058165820924798,0.3167878797233326,North-Eve,-1.5046748778919863,-1.1245511780788213,0.5378209248268776,4,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1064,0.8409619201865998,-1.0850114198519978,1.6156608317990069,1.653624078725545,-0.37163199653164597,East-Eve,0.3994331431869642,-0.6235905970217492,0.8418749521334952,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1060,-0.6306939050215548,1.317488630618072,0.924138613832532,1.091535093930794,-1.0600518727866246,East-Eve,1.6941556810207945,2.786284570827842,-0.6296607610403958,12,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1021,0.5147227376709641,0.3988856701442218,-0.1554616390472308,-0.20205268793761666,1.005207755978311,South-Alice,-0.47042864402176504,-0.1280991302922006,0.5127726032644093,11,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1033,-0.3540722344233108,-0.16640845937814752,0.3571891839883037,0.4454531273970286,0.7757344638933183,South-David,0.8918773181728951,0.40923767690701424,-0.3550268914107842,11,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1076,0.7526218026376861,0.3282239039539257,0.7369125014926905,0.7374478629239407,0.5462611718083257,East-Eve,0.013363717981980319,0.21368376037748626,0.7514846660595661,12,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1058,-1.0357313758712214,0.5402092025248142,-1.0328057558701251,-1.1589284234237687,-0.9453152267441279,North-Alice,-1.2800823228544806,-0.7518299340140147,-1.0351689721992912,4,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1022,1.3684932825484337,-1.155673186042294,-0.14935084067213905,-0.11946945748660129,-1.4042618109141138,East-David,0.2990153793937513,-0.7038814589066757,1.372431114872676,6,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1089,-0.7288710686008397,1.5294739291889605,1.1871005217380284,1.1180172718758665,0.20205123368083638,West-Bob,-0.6821853125857011,0.16325249849041917,-0.7290748061690142,11,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1049,-0.4492163966720456,-1.7209673155646632,0.5755055707399849,0.4153901811804376,0.20205123368083638,West-Alice,-1.604667142686076,-1.1873614568039994,-0.449453585962045,5,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1091,-1.5267472297458973,1.317488630618072,-0.27508792640626784,-0.22687135936284922,-1.0600518727866246,South-Charlie,0.48212178201668593,1.40429671775134,-1.5265941207195588,9,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1059,-1.3408801285089518,0.6815327349054066,0.6056714634114816,0.7303074726502228,-1.5189984569566104,North-Alice,1.2605012844138033,1.57916135702977,-1.3403749536856142,8,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1042,0.06598966364316053,-1.0143496536617016,-1.2984420201083695,-1.3493435298938714,-1.5189984569566104,North-Alice,-0.5261690129069821,-0.8305679055740897,0.06844019702479574,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1092,-0.7978217674468033,0.6108709687151104,-0.3089936841341138,-0.34524112625973347,1.6936276322332897,West-David,-0.3680252182326413,0.06511350543985726,-0.7992752951870457,2,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1060,1.1780503206714232,-0.6610408227102207,1.058936051891854,1.1941649876971634,1.005207755978311,East-Bob,1.3719820221842376,0.12087788889227805,1.1755557759960635,8,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1080,-1.6777471163821591,-1.155673186042294,-0.9411649492912415,-0.8305198121278274,1.4641543401482973,South-Charlie,1.1029957382381477,-0.5163713304858765,-1.677932394782517,2,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1015,-0.40987172703645947,0.469547436334518,-1.0618355763263914,-0.9851342846391811,-1.0600518727866246,East-Eve,0.7601853779440815,0.9267195408284822,-0.40862170842288253,8,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
1062,-0.5551289437142984,-0.7317025889005169,1.6097264421529887,1.5225454039673445,1.5788909861907932,East-Eve,-0.8596893117201793,-0.8286731956037684,-0.5568064221572887,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1062,-1.6616226550790714,-0.9436878874714054,-0.9782319514440772,-0.8341781167201864,-1.2895251648716173,East-Alice,1.4387144485468157,-0.1866642295494423,-1.6615814997416554,11,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1047,-1.296147751990708,0.5402092025248142,-0.8000167969852885,-0.9172054188269214,-0.027422058404156683,North-David,-1.187678123544764,-0.6728089504894098,-1.2961899117580553,8,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1062,-0.28966576584432463,1.3881503968083682,1.6753857711139892,1.7186841006667255,1.1199444020208076,West-David,0.45375518207510007,1.4302309050463748,-0.29110338579331013,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1051,-0.014024636811809313,-0.802364355090813,0.8548805467984407,0.6925261381318343,-0.6011052886166387,North-Eve,-1.6241691801459162,-1.1302665495702866,-0.013086951265134093,1,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1055,-0.32220639078008984,-1.2263349522325901,0.7322341419976723,0.7823977827418072,-0.2568953504891494,West-Charlie,0.512615876953892,-0.7138677382264904,-0.32188113683488373,12,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1064,0.11844336568077744,-1.2263349522325901,1.2678039871143811,1.1907815846059642,-1.2895251648716173,South-Bob,-0.76118629342302,-0.977943629492602,0.12058934234355781,5,6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1003,0.34179597351291363,0.11623860538303717,-1.3068249629139224,-1.3214868444429997,-1.2895251648716173,South-Charlie,-0.16165820365760405,-0.0493740229123321,0.3442060512407994,4,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
1051,-1.69433900430977,-0.9436878874714054,0.7544475291625546,0.7015062538363914,0.4315245257658291,East-Bob,-0.5244670169104885,-0.797154116359356,-1.69444121156804,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1007,-0.1141242241776655,-1.7209673155646632,0.04795173827235697,-0.06381247663637801,0.5462611718083257,West-Eve,-1.1239241901760497,-1.1749034171446284,-0.11489724691799767,3,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1021,1.6234727489826815,1.2468268644277758,1.184757813815938,1.226927607630273,0.8904711099358149,West-Bob,0.4370898046094158,1.2951037184238776,1.6209519193966595,7,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
1073,0.07702163487907886,1.0348415658568875,0.0635039318274397,0.19668136636018357,0.20205123368083638,West-David,1.3405660127489292,2.058076408694039,0.07672149806839694,12,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
1039,0.6285323345275234,1.1761650982374796,0.4550536905288857,0.6144400142895377,0.4315245257658291,East-Alice,1.6084885491972059,2.512200347361564,0.6276869604116325,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1018,-0.6437888794799911,-1.0143496536617016,-0.04268001037622881,-0.1475798981693129,-1.748471749041603,East-Alice,-1.0558443503162445,-0.9815547886503931,-0.6420953974564905,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1004,0.9641095060759197,0.9641797996665912,-0.04121934609950391,0.03521550258915204,-1.174788518829121,South-Eve,0.7685535249268515,1.398711825801965,0.9669821880369263,6,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1089,0.9603876655092305,1.2468268644277758,0.9710562794168084,1.0280892372143728,1.6936276322332897,North-David,0.5843124583062479,1.4591550953692594,0.9564345336909559,10,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1060,0.08489759777799336,0.3988856701442218,0.4841329054292923,0.4308340065404728,-1.5189984569566104,West-Charlie,-0.5309913348970537,-0.17675145983080573,0.08737427623125815,5,5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1014,1.667017229267176,-0.5903790565199245,0.5005389172330887,0.33521762543190187,0.5462611718083257,West-David,-1.6578545175765493,-1.1318139266750498,1.6654959616774967,11,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1009,-1.292035803489267,0.5402092025248142,-0.13858990819868117,-0.07157315747681582,-1.174788518829121,North-Alice,0.6727453336241437,0.9181630232515492,-1.2916049063685786,4,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1090,-1.6699027838563327,0.469547436334518,0.1437275654607134,0.2987544083677928,0.7757344638933183,West-Alice,1.5612581602944695,1.5910111047394082,-1.670041087072795,11,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
1053,0.9507755465763739,0.2575621377636295,0.8933305933872094,0.93931719860904,0.6609978178508219,East-David,0.472335305036838,0.5117394647873896,0.9492832583261511,10,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1002,1.0795006215868796,-0.30773199175873983,1.1735452749960529,1.151245109734016,-0.9453152267441279,East-David,-0.21165433605464962,-0.3305647870723405,1.081928586083513,7,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1084,-1.3106274338932193,-0.30773199175873983,0.7216355055549617,0.7308643244089826,-0.8305785807016316,West-Alice,0.1006619293022104,-0.16060323819237812,-1.3103528893534828,8,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1092,-0.8048155943851523,1.0348415658568875,1.5163074355850479,1.4122464631942573,0.5462611718083257,East-Charlie,-1.0305271598683812,-0.39971710663901466,-0.8052984625960692,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1060,-1.6677976068030305,-0.16640845937814752,1.1539215679739638,1.24053170755947,-0.37163199653164597,East-Eve,0.8838637536893995,0.4044613905705788,-1.6678408476937803,4,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1071,-0.7083464709526197,-1.3676584846131823,0.2511534251170566,0.3373111060945811,-1.0600518727866246,West-Eve,0.8695386207188955,-0.7779791368924908,-0.7073895913750016,5,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1044,0.9611538234351401,-0.23707022556844368,0.6337698457782419,0.5119651931648487,0.7757344638933183,South-David,-1.218597717481092,-0.863599444862706,0.9593831877089705,2,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1008,0.07329276534059244,0.893518033476295,1.5241188141084037,1.6543430518824245,-1.174788518829121,North-Eve,1.326666378777552,1.8818702191941408,0.07520133262165887,1,6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1047,-0.517724270294777,0.8228562672859988,0.45130676912337353,0.37241391316577066,1.2346810480633041,East-Alice,-0.7888437283660669,-0.22742897888181632,-0.5190767009585447,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1035,-0.4354606988646599,1.3881503968083682,1.16957960676649,1.3362044787195608,-0.027422058404156683,South-Alice,1.6890496930313137,2.8707526157996233,-0.43543340234617206,5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1078,-1.7241594171599663,-1.2263349522325901,0.6945602938168255,0.6546813648054856,-1.4042618109141138,East-David,-0.39369699117977736,-0.9017582788333779,-1.7241882160573732,11,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1081,-0.6857588700818819,1.1055033320471834,0.2164714689812889,0.10629516253009044,0.6609978178508219,East-David,-1.1061241487127063,-0.46022285936731133,-0.6863997493527819,2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1036,0.520381059967819,1.6707974615695529,-0.8666640148290983,-0.9156335461408021,0.08731458763833985,North-David,-0.5020574029566351,0.4496606065939173,0.5202566905175717,10,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1050,1.6606841256777765,0.6815327349054066,-0.22341428148618112,-0.24251959865964437,-0.7158419346591353,East-Charlie,-0.19463437608969744,0.25936078880847435,1.6629386498763632,5,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1004,1.2183439014996496,-1.0143496536617016,1.668844535439959,1.5196060725318654,-0.2568953504891494,North-Eve,-1.483399927935797,-1.1034318696608407,1.2191020735975606,12,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1002,-1.6467739521571998,-0.09574669318785134,0.5861253762301843,0.6138267724792579,-0.7158419346591353,North-David,0.2850448289225185,0.10145665226147085,-1.646773951786094,11,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1006,1.3975299650432274,1.6707974615695529,0.2599950306181995,0.29475071470987413,-0.8305785807016316,North-Bob,0.35248642028364036,1.5347542069591056,1.3999217654645035,9,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1054,0.9961440450422766,-0.30773199175873983,1.5473412592035845,1.6295173317007525,-1.174788518829121,South-Bob,0.84351226527249,0.24365362477710578,0.9990513973994154,6,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1004,0.9863245714413988,-1.650305549374367,0.33724088490471976,0.17557034082238973,-0.4863686425741423,West-Alice,-1.622892683148546,-1.1833698854601207,0.9875684810143058,6,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1054,-0.1353446900338217,1.0348415658568875,0.1261713687433607,0.14159533478160008,-0.8305785807016316,South-Eve,0.1565441311871353,0.8307601074528057,-0.13415130144798762,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
1093,-0.34407352204160097,-0.4490555241393322,0.9408127669045198,0.786690475413766,0.6609978178508219,West-David,-1.5404167938183841,-1.066875544995815,-0.3448921635217546,9,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1063,-0.6749201955703904,0.9641797996665912,0.7778816647326227,0.8478313887743074,0.6609978178508219,West-Bob,0.7121749075429475,1.3417326961901035,-0.6755667136746136,5,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
1018,-1.5002936943866245,0.18690037157333333,-1.036693804258896,-1.18770849596828,-0.027422058404156683,North-Eve,-1.5305594003386833,-1.0003126011305816,-1.500352328456537,6,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1090,-0.9347601960024955,-0.5903790565199245,-0.06514742611097642,0.07844552583565899,0.8904711099358149,East-Alice,1.443962269536009,0.23466156281320252,-0.9354376452890891,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1044,-0.8708492699352215,-1.3676584846131823,-0.0609347856607114,0.010241758522239353,1.1199444020208076,North-Charlie,0.7154370665362302,-0.8019395913959395,-0.8717516870499714,6,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
1034,-0.044600664130219174,-0.4490555241393322,-0.3902828264909892,-0.3859970359958013,0.20205123368083638,East-Eve,0.038893657929406945,-0.28927260635152546,-0.04488625272940111,5,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1074,0.8717453021730311,0.893518033476295,0.09546919353548167,0.0764789227888996,0.4315245257658291,West-Eve,-0.1900248035991891,0.3883278708523868,0.8708221158193828,3,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1062,-0.0803218988042785,0.18690037157333333,-0.2684408454947941,-0.3943991536722785,-0.8305785807016316,North-Charlie,-1.270154012874924,-0.8113635222667533,-0.07908549302587066,11,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1100,-1.5276082787910708,-1.650305549374367,-1.0150872631220251,-1.084867139508711,1.3494176941058007,East-Eve,-0.7130339900221799,-1.136213476305458,-1.5279532526978008,11,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1014,1.6036088746834116,0.893518033476295,-0.27103052563758695,-0.14199023431239471,-1.6337351029991065,South-Alice,1.295321285842099,1.851003537660168,1.6085228566270822,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1095,1.5511903175047808,0.8228562672859988,-1.4589245691207322,-1.3163483009982413,-0.6011052886166387,East-Alice,1.4186450790881442,1.88916237163084,1.5530381601920433,11,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1048,1.0030746112344495,-1.5089820169937747,0.2997787271987603,0.1283366239179641,0.7757344638933183,North-Charlie,-1.721608450945262,-1.1846746808810016,1.0012779674533532,9,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1015,1.720300349976878,-0.23707022556844368,1.2703442728130336,1.3028074707068507,-1.5189984569566104,South-David,0.34035969880861217,0.025179414600776533,1.725038392458286,9,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
1072,0.16557262158191277,0.045576839192741,0.8219697343025669,0.8981454122430124,-1.174788518829121,East-Bob,0.7752905924129768,0.5395812262329538,0.1675810616650908,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1078,1.6209317756779449,1.6707974615695529,-0.45256216420294954,-0.4097442964421542,0.3167878797233326,East-David,0.4258849976324915,1.627955192550635,1.6201079290752751,4,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
1087,-1.465813073234795,1.2468268644277758,-1.4072509242006455,-1.5489079222230915,0.20205123368083638,East-Eve,-1.4404245290242947,-0.797025474557297,-1.4659286593025131,4,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1062,-0.45654058528486935,0.7521945010957027,-1.0052930504838875,-1.1003885011895862,0.7757344638933183,East-Bob,-0.967624224497912,-0.4202924440082875,-0.45743166993419376,11,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
